epoch,accuracy,loss,val_accuracy,val_loss
0,0.4716302156448364,1.2217292785644531,0.5244956612586975,1.1492470502853394
1,0.6520896553993225,0.857990026473999,0.5561959743499756,1.0811209678649902
2,0.7329089641571045,0.6926194429397583,0.559077799320221,1.1199008226394653
3,0.7841129302978516,0.5600166916847229,0.5734870433807373,1.2361700534820557
4,0.8378078937530518,0.4446590840816498,0.5446686148643494,1.3270708322525024
5,0.8557984828948975,0.38318148255348206,0.5561959743499756,1.3888521194458008
6,0.8937171101570129,0.30040469765663147,0.5360230803489685,1.5128276348114014
7,0.92084139585495,0.2453785091638565,0.5446686148643494,1.7652721405029297
8,0.9238859415054321,0.23134082555770874,0.5331411957740784,1.8246347904205322
9,0.9144755005836487,0.22259971499443054,0.5417867302894592,2.031953811645508
10,0.9299750924110413,0.1903594434261322,0.5475504398345947,2.1557223796844482
11,0.9432604312896729,0.17202389240264893,0.559077799320221,2.029627799987793
12,0.9554386734962463,0.1339758336544037,0.5677233338356018,2.079936981201172
13,0.9548851251602173,0.12776851654052734,0.5475504398345947,2.2097744941711426
14,0.9642956256866455,0.11290233582258224,0.5389049053192139,2.3065712451934814
15,0.9551619291305542,0.13813242316246033,0.5389049053192139,2.237748384475708
16,0.947965681552887,0.1534082144498825,0.5187320113182068,2.4552342891693115
17,0.9629117250442505,0.11318881809711456,0.5446686148643494,2.3436710834503174
18,0.9709382653236389,0.09453136473894119,0.5561959743499756,2.4327592849731445
19,0.972875714302063,0.07768337428569794,0.5475504398345947,2.360457181930542
20,0.9775809645652771,0.07473961263895035,0.5446686148643494,2.604320526123047
21,0.9745364189147949,0.07308665663003922,0.5561959743499756,2.585874557495117
22,0.9748131632804871,0.07901631295681,0.559077799320221,2.4692459106445312
23,0.9745364189147949,0.0716814398765564,0.5561959743499756,2.5280227661132812
24,0.9745364189147949,0.07101476192474365,0.5273775458335876,2.6956863403320312
